artifact_id,poll_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
northern-ireland-argument-codes,northern-ireland-2007,data,Unadjudicated argument coder labels,data/northern-ireland-2007/argument-codes.parquet,northern-ireland-argument-codes,soodoku/dp-nireland@929e45d32213e0dd4516e510731ddb9e2c309006:data/open_ended/fin.csv,6f611737c3089f63cecda665d66874a64542790d4dcbbb9fd398a99c90d06b99,owner-approved,approved-redacted,published,274 respondents; 65760 coder-slot records; respondent_id wave topic side slot coder raw_code. Extracted with R/argument_codes.R from source SHA256 314a9a9abb40c6094dab2e7c9af761041557b791240f0932b3848699e861f39c. Only ID and 240 coder fields retained; verbatim responses excluded. Missing labels preserved; no adjudication or scoring applied. Codes ch and la denote independent coders; monty denotes adjudicator. Source rights retained.
oos-a1r-codebook,america-in-one-room-2019,codebook,america-in-one-room-2019: a1r_codebook.tab,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,oos-a1r-codebook,,223f26e26f515c5312853222d3b5bafedb11dc82e8980ba165c6d4eb11cde04f,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study america-in-one-room-2019. Original URL in oos_sources.
oos-oboe,,data,our-budget-our-economy-2010: oboe.tab,data/our-budget-our-economy-2010/oboe.tab,oos-oboe,,52367dd6e5ce499a42fa8abb3b7f81c21037fe8eaf6883ad41c25ea45674fab2,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study our-budget-our-economy-2010. Original URL in oos_sources.
oos-hongkong,,data,hong-kong-2020: hongkong.sav,data/hong-kong-2020/hongkong.sav,oos-hongkong,,57f141fe4700d5d53e3349cb79131a0cf54cb0970b05f45078c7ef741632a398,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study hong-kong-2020. Original URL in oos_sources.
oos-tanzania-groups,tanzania-2015,data,tanzania-2015: tanzania_groups.tab,data/tanzania-2015/tanzania_groups.tab,oos-tanzania-groups,,3003cef37a4b02bb34d0d97404c619f80c23988751988899c0dd8add336f875a,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study tanzania-2015. Original URL in oos_sources.
oos-tanzania-appendix,tanzania-2015,event-report,tanzania-2015: tanzania_appendix.pdf,data/tanzania-2015/reports/tanzania_appendix.pdf,oos-tanzania-appendix,,341447ac8fc3da3f5b96b6519b6f202d48e7385ca0d4010891a87f52d3211629,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study tanzania-2015. Original URL in oos_sources.
oos-oboe-codebook,,codebook,our-budget-our-economy-2010: oboe_codebook.pdf,data/our-budget-our-economy-2010/codebooks/oboe_codebook.pdf,oos-oboe-codebook,,396a5da1f27c46937155309a4c076611116fcc88af0db9d506209b928f6c93d2,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study our-budget-our-economy-2010. Original URL in oos_sources.
oos-oboe-overview,,research-design,our-budget-our-economy-2010: oboe_overview.docx,data/our-budget-our-economy-2010/design/oboe_overview.docx,oos-oboe-overview,,5306568a50f4f53bcbff1abe445aa6574d237766d9df3421284a53a3c4447141,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study our-budget-our-economy-2010. Original URL in oos_sources.
oos-a1r-code,america-in-one-room-2019,codebook,america-in-one-room-2019: a1r_code.docx,data/america-in-one-room-2019/codebooks/a1r_code.docx,oos-a1r-code,,73c1a1707497ec1ab3ff8bd3d5dd805152c00af271c88b02b2a5e91e0b747e9b,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study america-in-one-room-2019. Original URL in oos_sources.
oos-climate-results,a1r-climate-2021,event-report,a1r-climate-2021: climate_results.pdf,data/a1r-climate-2021/reports/climate_results.pdf,oos-climate-results,,8e1e62bb1a722e184b4e7d75bbb2723c3bb630657f3749ccf5d6249440b12e6f,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study a1r-climate-2021. Original URL in oos_sources.
oos-celaya,,data,celaya-2018: celaya.csv,data/celaya-2018/celaya.csv,oos-celaya,,7e3df97cdb11fcf57b11eedd03b1e2f5e699f3fd5eabb73b39f10f1a76166569,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study celaya-2018. Original URL in oos_sources.
oos-echo,,data,uk-partisan-discussion-2021: echo.sav,data/uk-partisan-discussion-2021/echo.sav,oos-echo,,db0fef3951e2eef8b4f6ad14e1b6b1db435c63eb89ecac85eb2b5cd180e459e4,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study uk-partisan-discussion-2021. Original URL in oos_sources.
oos-whatsapp,,data,whatsapp-india: whatsapp.RData,data/whatsapp-india/whatsapp.RData,oos-whatsapp,,d37c723d564b0b301e9e1795f1a8aa9a180271bce25058696015136d52680654,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study whatsapp-india. Original URL in oos_sources.
oos-whatsapp-codebook,,codebook,whatsapp-india: whatsapp_codebook.xlsx,data/whatsapp-india/codebooks/whatsapp_codebook.xlsx,oos-whatsapp-codebook,,af667022f49a7641558b7202c2eb2ee21d8542656840fbd287627bb1e9ded7df,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study whatsapp-india. Original URL in oos_sources.
oos-whatsapp-readme,,other,whatsapp-india: whatsapp_readme.rtf,data/whatsapp-india/other/whatsapp_readme.rtf,oos-whatsapp-readme,,408ffbc3dfaf7a080938a821e9ce2cfa69776dfaffb58f2fef8c4520838a424b,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study whatsapp-india. Original URL in oos_sources.
oos-cross-party,,data,us-cross-party-2021: cross_party.rds,data/us-cross-party-2021/cross_party.rds,oos-cross-party,,ed03ae99fa9164b84cd8e79a1ba3c50d2feb3feef96c66c7d0b72ef15e1ba0a7,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study us-cross-party-2021. Original URL in oos_sources.
oos-cross-party-codebook,,codebook,us-cross-party-2021: cross_party_codebook.pdf,data/us-cross-party-2021/codebooks/cross_party_codebook.pdf,oos-cross-party-codebook,,89d1568d9af7068ae16c1a6d96dfb16878118ff7d835ca976866c6ea04c4b124,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study us-cross-party-2021. Original URL in oos_sources.
oos-consensus1,,data,consensus: consensus1.sav,data/consensus/consensus1.sav,oos-consensus1,,cbdcaf2ddde0385f038a937c9229b7a370e19e480c8e213a3ee4c3e926ceb8fb,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study consensus. Original URL in oos_sources.
oos-consensus2,,data,consensus: consensus2.sav,data/consensus/consensus2.sav,oos-consensus2,,493fc38afb970baa632435f5fe644a62ccc98855022048596de53d92be297baf,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study consensus. Original URL in oos_sources.
oos-diplomacy3,,data,diplomacy-2020: diplomacy3.sav,data/diplomacy-2020/diplomacy3.sav,oos-diplomacy3,,6ba9112df133fe5bc8b65545425585055114ab00580a9d1828b1d16607735d94,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study diplomacy-2020. Original URL in oos_sources.
oos-shizuoka,,data,shizuoka-2019: shizuoka.tsv,data/shizuoka-2019/shizuoka.tsv,oos-shizuoka,,9ae70110ba9fd78b0e66b60e31a95b21f7ff76813011ef8efb08f9670cceae6f,owner-approved,approved-public,published,Unchanged public OOS source; upstream centralization authorized. Study shizuoka-2019. Original URL in oos_sources.
cdd-btp-presidential-primaries-2004-survey,btp-presidential-primaries-2004,data,survey,data/btp-presidential-primaries-2004/survey.parquet,cdd-btp-presidential-primaries-2004-survey,data/BTP/2004OnlinePrimaries/data/2004 online primaries_hlm.dta,176b246f277f634011b2cb8abad3a46dda9dc9eb43a5f40d9903f59f91d682f4,owner-approved,approved-public,published,Original response fields and source row preserved; username and transcriptname omitted; verbatim answers retained.
cdd-btp-presidential-primaries-2004-survey-variables,btp-presidential-primaries-2004,codebook,variables,data/btp-presidential-primaries-2004/variables.csv,cdd-btp-presidential-primaries-2004-survey-variables,,858ca5efc81b6a42b2dff7507470ec287375bb711f4999ed9bd8f508ea8cc156,owner-approved,approved-public,published,Historical source material; retained bytes and original rights.
cdd-btp-presidential-primaries-2004-survey-value-labels,btp-presidential-primaries-2004,codebook,value-labels,data/btp-presidential-primaries-2004/value-labels.csv,cdd-btp-presidential-primaries-2004-survey-value-labels,,958d470a79f5ccb69badbe6a0cfbebb532c7abc68ef97ce19cb7d7300552633b,owner-approved,approved-public,published,Historical source material; retained bytes and original rights.
btp-general-election-2004-raw-responses,btp-general-election-2004,data,raw-responses,data/btp-general-election-2004/raw-responses.dta,btp-general-election-2004-raw-responses,data/BTP/2004.GE/2004GE.dta,cd11f4f5ef2ff44baa314fbe20c1d269ec7c30e4cffd7c0ffca41522282ee352,owner-approved,approved-public,published,Original 2826-row response source; all fields numeric. Unique caseid joins caseid_original in historical source; twelve raw attitude fields appended with raw_ prefix.
cdd-nic2-2003-survey,nic2-2003,data,survey,data/nic2-2003/survey.dta,cdd-nic2-2003-survey,data/BTP/2003/nic2.dta,565faadfccd42a488891a5b59deb5b5caa390908d3ab8ead6271ffa953cc3b78,owner-approved,approved-public,published,Reviewed source evidence; historical scoring retained.
cdd-nic2-2003-survey-variables,nic2-2003,codebook,variables,data/nic2-2003/variables.csv,cdd-nic2-2003-survey-variables,,9e96f4855585e0dff57a401d2ecfe5f15dc03e99af87633cbb519f4ca28a189e,owner-approved,approved-public,published,Reviewed source evidence; historical scoring retained.
cdd-nic2-2003-survey-value-labels,nic2-2003,codebook,value-labels,data/nic2-2003/value-labels.csv,cdd-nic2-2003-survey-value-labels,,0e178e5e949692a86a536620078b1d7ab9d1d221bf235672de237b3571b5302f,owner-approved,approved-public,published,Reviewed source evidence; historical scoring retained.
cdd-nic2-2003-survey-historical-ids,nic2-2003,codebook,historical-ids,data/nic2-2003/historical-ids.csv,cdd-nic2-2003-survey-historical-ids,,0e89429475f5cc1a7c2e3d01d54047b6d153e3127de5ed2859269f39add535af,owner-approved,approved-public,published,Reviewed source evidence; historical scoring retained.
btp-health-education-2005-calibration,btp-health-education-2005,data,calibration-responses,data/btp-health-education-2005/calibration-responses.parquet,btp-health-education-2005-calibration,,adc8cbebf785a2ff4b77f198169e411c63069b50ac2be2c65954e7abc55df38b,owner-approved,approved-public,published,Reviewed source evidence; historical scoring retained.
cdd-btp-presidential-primaries-2004-survey-historical-group-order-csv,btp-presidential-primaries-2004,codebook,historical group order,data/btp-presidential-primaries-2004/historical-group-order.csv,cdd-btp-presidential-primaries-2004-survey-historical-group-order-csv,,858706efd924d5b1b98ccdc62b37a059bdd0d17a57e720d3e136612b4467cfd3,owner-approved,approved-public,published,Reviewed historical source material; raw-response provenance and deferred coding issues in docs/poll-issues.md.
cdd-btp-presidential-primaries-2004-survey-source-materials-baseline-questionnaire-doc,btp-presidential-primaries-2004,questionnaire,baseline questionnaire,data/btp-presidential-primaries-2004/source-materials/baseline-questionnaire.doc,cdd-btp-presidential-primaries-2004-survey-source-materials-baseline-questionnaire-doc,,7b2031520236aca3ef97e977d85b959e17f2916a1cf1e76affbd8d4d14d51eb4,owner-approved,approved-public,published,Reviewed historical source material; raw-response provenance and deferred coding issues in docs/poll-issues.md.
cdd-btp-presidential-primaries-2004-survey-source-materials-followup-questionnaire-doc,btp-presidential-primaries-2004,questionnaire,followup questionnaire,data/btp-presidential-primaries-2004/source-materials/followup-questionnaire.doc,cdd-btp-presidential-primaries-2004-survey-source-materials-followup-questionnaire-doc,,a6ad44f3eff7ce348f5176c5ad49446d67b5ececa8b7936904f1c13f49a15039,owner-approved,approved-public,published,Reviewed historical source material; raw-response provenance and deferred coding issues in docs/poll-issues.md.
cdd-btp-presidential-primaries-2004-survey-source-materials-historical-recoding-txt,btp-presidential-primaries-2004,codebook,historical recoding,data/btp-presidential-primaries-2004/source-materials/historical-recoding.txt,cdd-btp-presidential-primaries-2004-survey-source-materials-historical-recoding-txt,,2303e43917f737d677d5561d011bda585ddc734a330de9f83722bc55c3eda1be,owner-approved,approved-public,published,Reviewed historical source material; raw-response provenance and deferred coding issues in docs/poll-issues.md.
cdd-new-haven-2004-survey-historical-ids-csv,new-haven-2004,codebook,historical ids,data/new-haven-2004/historical-ids.csv,cdd-new-haven-2004-survey-historical-ids-csv,,b203d6553b6a6531560d4d9fc9a35ccfdec9e784fd87a134d9e6958deeec27c0,owner-approved,approved-public,published,Reviewed historical source material; raw-response provenance and deferred coding issues in docs/poll-issues.md.
